Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
AIPSO,AIPSO,Cold,insurance,420,insurance,,http://www.aipso.com,http://www.linkedin.com/company/aipso,,,302 Central Ave,Johnston,Rhode Island,United States,02919,"302 Central Ave, Johnston, Rhode Island, United States, 02919","actuarial services, information technology services, legal operations, insurance operations, financial services, project management",'+1 401-946-2310,,"Route 53, MailJet, Outlook, Microsoft Office 365, AI",,,,,30000000,,675e611478d7a8079ebbf81f,7380,"AIPSO is a management organization and service provider for various groups responsible for administering the insurance industry's residual market. We are a national organization that serves local customer needs. AIPSO provides a wide array of specialized services to our customers, ranging from insurance management, actuarial, and information technology to legal services, fraud containment and financial services.

AIPSO's mission is to provide high-quality value-added services to the insurance residual market in an efficient, effective manner. AIPSO will build on its successes as the leader in managing, servicing, and stabilizing the insurance residual market. We will continually rise to the challenge of being a national organization that serves local customer needs. We will remain flexible and will proactively meet the need of our divergent customer groups at both national and state levels.

AIPSO considers employees our greatest asset. They are guided by our shared values of integrity, honesty, fairness, respect, teamwork, communication and excellence.

Placing the professional needs of our co-workers and project teammates among our top priorities helps AIPSO fulfill its strategic goal of continuing as the insurance industry's service provider of choice for the residual market.

For more about our organization, visit https://www.aipso.com/about-aipso

JOB CANDIDATES, PLEASE BE ADVISED:
• AIPSO does not issue checks to job candidates.
• AIPSO does not provide a job candidate with a contract for employment that a candidate would be required to sign.
• Please visit this FTC website for more information on possible job scams: https://consumer.ftc.gov/articles/job-scams",1973,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675464c4b4a8300001bb5d9f/picture
"Platinum Supplemental Insurance, Inc.",Platinum Supplemental Insurance,Cold,insurance,250,insurance,,http://www.pltnm.com,http://www.linkedin.com/company/platinum-supplemental-insurance-inc-,https://www.facebook.com/PlatinumSupplementalInsurance,,137 Main Street,Dubuque,Iowa,United States,52001,"137 Main Street, Dubuque, Iowa, United States, 52001","supplemental insurance, longterm care insurance, cancer, heart attack, stroke coverage, shortterm care insurance",'+1 800-765-1454,,"Outlook, Microsoft Office 365, Google Cloud Hosting, WP Engine, React, Salesforce, Sophos, Hubspot, Facebook Custom Audiences, Facebook Widget, Google AdSense, Facebook Login (Connect), Google Remarketing, Mobile Friendly, Nginx, Google AdWords Conversion, Typekit, Google Dynamic Remarketing, reCAPTCHA, Google Analytics, Gravity Forms, WordPress.org, Vimeo, DoubleClick Conversion, Remote",,,,,18203000,,675e611478d7a8079ebbf822,"6321, 6411","Platinum Supplemental Insurance markets cost-effective, benefit-rich supplemental insurance policies that help families focus on recovery, not finances, when a family member is fighting cancer, heart attack or stroke, or is affected by critical illness or injury. 

Platinum is dedicated to enhancing the lives of is customers, representatives and employees by delivering exceptional value and customer service at all times; offering unmatched opportunities to enhance financial security; and operating with unwavering passion, integrity and concern for others.",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6756e734713ec700014046a3/picture
Dacotah Bank,Dacotah Bank,Cold,insurance,380,banking,,http://www.dacotahbank.com,http://www.linkedin.com/company/dacotah-bank,https://facebook.com/DacotahBank,https://twitter.com/dacotahbank,308 S Main St,Aberdeen,South Dakota,United States,57401-4146,"308 S Main St, Aberdeen, South Dakota, United States, 57401-4146","banking, insurance, mortgage, trust & wealth management",'+1 800-881-5611,,"Amazon CloudFront, Amazon Elastic Load Balancer, Microsoft Office 365, Amazon AWS, Drupal, The Trade Desk, Salesforce, Google Analytics, iTunes, Google Maps, Typekit, Google Tag Manager, YouTube, Nginx, UltiPro, Mobile Friendly, Google Font API, Google Maps (Non Paid Users), reCAPTCHA, Google Play",,,,,479000,,675e611f78d7a801b0bcfb05,"6199, 6189, 6162, 6199","As a state-chartered bank, Dacotah Bank provides banking, insurance, mortgage, and trust services to customers who enjoy existing financial relationships with us. We also market these services to prospective customers residing in or doing business from our defined trade area. Dacotah Bank's trade area includes all of North Dakota; all of South Dakota; the following counties in western Minnesota: Becker, Big Stone, Chippewa, Clay, Clearwater, Cottonwood, Douglas, Grant, Jackson, Kandiyohi, Kittson, Lac qui Parle, Lincoln, Lyon, Mahnomen, Marshall, Murray, Nobles, Norman, Otter Tail, Pennington, Pipestone, Polk, Pope, Red Lake, Redwood, Renville, Rock, Stevens, Swift, Traverse, Wilkin and Yellow Medicine; the following counties in Iowa: Lyon and Osceola; and the counties in Montana, Wyoming and Nebraska that are adjacent to North Dakota and South Dakota.

On November 10, 2004, employees, stockholders, and customers observed the 40th Anniversary of Dacotah Banks, Inc. (DBI). That same year, the Aberdeen-based bank holding company, owner of a family of community banks and insurance agencies, passed the $1 billion assets mark. Today, the company's banking assets exceed $2 billion.

With locations in dozens of hometowns in North Dakota, South Dakota, and Minnesota, the firm employs over 500 employees and serves over 60,000 customers, Dacotah Bank is also one of America's largest lenders to agriculture and consistently ranks in the top 20.",1963,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675db0f8dec6c60001b225ca/picture
"Arbitration Forums, Inc.",Arbitration Forums,Cold,insurance,220,insurance,,http://www.arbfile.org,http://www.linkedin.com/company/arbitration-forums,,,3820 Northdale Blvd,Tampa,Florida,United States,33624,"3820 Northdale Blvd, Tampa, Florida, United States, 33624",,'+1 813-931-4004,,"Outlook, ServiceNow, GetResponse, Google Tag Manager, Nginx, Mobile Friendly, Wistia, Remote",,,,,15193000,,675e611f78d7a801b0bcfb07,7380,"Arbitration Forums, Inc. is a membership-driven, not-for-profit organization that exists to effectively and efficiently serve its over 4,700 members' recovery and resolution needs. AF is the nation's largest arbitration and subrogation services provider. Annually, its members file over 619,000 arbitration disputes and 1,209,000 subrogation demands collectively worth over $7.7 billion in claims.",1943,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675a3ee433d46500012fe098/picture
GEICO Tech,GEICO Tech,Cold,insurance,470,insurance,,,http://www.linkedin.com/company/geico-tech,,,,Washington,District of Columbia,United States,20076,"Washington, District of Columbia, United States, 20076",,,,,,,,,,,675e613578d7a801b0bcfb1a,,,1936,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/673d90ae56bdf8000136e7df/picture
Cor Partners,Cor,Cold,insurance,1900,financial services,,http://www.corpartners.com,http://www.linkedin.com/company/cor-partners,,https://twitter.com/corpartners,5565 Glenridge Connector,Atlanta,Georgia,United States,30342,"5565 Glenridge Connector, Atlanta, Georgia, United States, 30342","insurance, professional services, claims adjusting, forensic engineering, catastrophe response, claims, commercial claims, personal lines claims, property & casualty insurance, commercial insurance",'+1 888-453-6319,Cor Partners is a family of complementary insurance service companies committed to helping our companies grow through expertise and care.,"Outlook, Microsoft Office 365, Google Cloud Hosting, WP Engine, OneTrust, Barracuda Networks, Mobile Friendly, Workday Recruit, Nginx, reCAPTCHA, Google Tag Manager, WordPress.org, Google Analytics, Google Font API, , Render, Remote, AI",,,,,,,675e613678d7a801b0bcfb1f,,"Cor Partners is the parent company of four companies - Eberl Claims Service, Engle Martin, Envista Forensics, and DBI Consultants -  serving the insurance, risk management and legal communities. 

Our family of companies shares a commitment to passionately supporting our customers, while fostering a caring, inspirational culture for team members. Inspired by the Latin word for ""heart,"" our name, Cor, emphasizes the compassion found in each of the businesses under our span of care. While our companies operate independently, all are united in the pursuit of these ideals.

Because the success of Cor Partners is defined by the success of team members in each of our businesses, we ensure that our people have the tools they need to deliver on their promises, as well as unconditional support so that they may reach their full potential.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675802288b7dcb00018c5ea4/picture
TRICOR Insurance,TRICOR Insurance,Cold,insurance,340,insurance,,http://www.tricorinsurance.com,http://www.linkedin.com/company/tricor,https://facebook.com/tricorinsurance/,https://twitter.com/tricorinsurance,230 W Cherry St,Lancaster,Wisconsin,United States,53813,"230 W Cherry St, Lancaster, Wisconsin, United States, 53813",financial services,'+1 877-468-7426,"Contact Tricor Insurance at our Milwaukee, WI Insurance Office. Contact our office to speak with a TRICOR Insurance agent today!","Salesforce, DNS Made Easy, Rackspace MailGun, Sendgrid, Outlook, Rackspace, Microsoft Office 365, Constant Contact, Emma, The Trade Desk, WP Engine, Barracuda Networks, Mobile Friendly, Google Tag Manager, reCAPTCHA, Google Font API, WordPress.org, Nginx, Google Analytics, Circle, Remote, ADP, AI, Android, SharePoint, Flutter, Python, Node.js, IoT",,Private Equity,,2021-11-01,10000000,,675e613678d7a801b0bcfb28,"6321, 6199","TRICOR Insurance is a leading independent insurance agency, ranked among the top 100 independent agencies in the United States. With more than 300 employees and growing, we've earned the trust of over 50,000 clients across Wisconsin, Iowa, Illinois and beyond. As a locally-owned, family-run business since 1945, our humble roots are the foundation of our strength. Today, even as we grow, our customers are still our friends and neighbors. We remain guided by our deep commitment to the people we serve and the communities we live in. 
 
We offer coverage for your personal insurance needs, including auto, home, umbrella, recreational vehicles, and rental property. Talk to us too about your personal health, long-term care, and life insurance policies. Business insurance and employee benefits are available for small and large businesses, schools, and municipalities. At TRICOR Insurance, we face challenges head-on, and our agents have the industry-specific experience it takes to develop tailored insurance solutions that are set up for today's needs and tomorrow's growth.

Regardless of how well we plan, storms come, accidents happen, and lives change.  When a loss occurs, the extent to which it affects the daily operations of a business, a city, a school district or a household in many ways rests with the strength of the insurance in place. We can't predict or prevent disasters, but at TRICOR, we will do whatever is within our power to proactively protect you beforehand to help make our clients whole in the aftermath. We pledge to do what is needed to help fix what can be fixed, replace what is destroyed, and allow injured employees to recover.  We are absolutely focused on our client's needs and recognize our critical role in protecting today while planning for the future.",1945,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675c6f29be3b9900012045f9/picture
Healt Care,Healt Care,Cold,insurance,1400,insurance,,http://www.healthcare.gov,http://www.linkedin.com/company/healt-care,https://facebook.com/Healthcare.gov,https://twitter.com/HealthCareGov,,Freehold Township,New Jersey,United States,,"Freehold Township, New Jersey, United States",,'+1 800-318-2596,Welcome to the Health Insurance Marketplace®. Official government website.,"Akamai, Akamai DNS, Google AdWords Conversion, Facebook Custom Audiences, Google Analytics, Qualtrics, DoubleClick, New Relic, Segment.io, Google Dynamic Remarketing, Facebook Login (Connect), Akamai RUM, SOASTA, DoubleClick Floodlight, The Trade Desk, Mobile Friendly, Tealium, DoubleClick Conversion, YouTube, Facebook Widget, Optimizely, Bing Ads, Google Tag Manager, Google Font API, WordPress.org, Stripe, Chartbeat, Vimeo, Disqus, Remote, AI",,,,,16855000,,675e613678d7a801b0bcfb2a,8600,"Healt Care is an insurance company based out of 395 Stirrup Dr, Freehold, New Jersey, United States.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fe56034ae09fa00019a01da/picture
Affirmative Insurance,Affirmative Insurance,Cold,insurance,220,insurance,,http://www.affirmativeholdings.com,http://www.linkedin.com/company/affirmative-insurance,,,4450 Sojourn Dr,Addison,Texas,United States,75001,"4450 Sojourn Dr, Addison, Texas, United States, 75001","insurance, retail, premium finance",'+1 800-898-3418,,"Amazon AWS, Remote, KnowBe4",,,,,150437000,,675e613678d7a801b0bcfb2c,5990,"Affirmative Insurance Holdings, Inc. is a distributor and producer of personal non-standard automobile insurance policies to individual consumers in highly targeted geographic markets. Affirmative currently offers products and services in 13 states, including Louisiana, Texas, Illinois, California and Florida.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/674e4e4ff8e38900013870a1/picture
Texas Children's Health Plan,Texas Children's Health Plan,Cold,insurance,390,insurance,,http://www.texaschildrenshealthplan.org,http://www.linkedin.com/company/texas-childrens-health-plan,https://facebook.com/texaschildrenshealthplan,,6330 West Loop S,Bellaire,Texas,United States,77401,"6330 West Loop S, Bellaire, Texas, United States, 77401",,'+1 800-990-8247,Texas Children's Health Plan,"Akamai, Amazon AWS, Mobile Friendly, Google Tag Manager, SOASTA, DoubleClick Floodlight, Google Analytics, The Trade Desk, New Relic, YouTube, Remote, , AI",,,,,,,675e614178d7a802cfbc5a6c,,"Founded in 1996, Texas Children's Health Plan is the nation's first health maintenance organization (HMO) created just for children. We provide STAR/Medicaid and Children's Health Insurance Program (CHIP) to pregnant women, teens, children and adults in Houston and surrounding areas. Currently, the Health Plan has more than 375,000 members who receive care from our network of more than 1,100 primary care physicians, 3,200 specialists, and 70 hospitals. Texas Children's Health Plan is also the largest combined STAR/CHIP Managed Care Organization in the Harris County service area.",1996,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675d67b10c842a00011cfb10/picture
CAC Group,CAC Group,Cold,insurance,610,insurance,,,http://www.linkedin.com/company/cacgroupins,,,,Denver,Colorado,United States,,"Denver, Colorado, United States",,,,,,,,,,,675e614178d7a802cfbc5a6e,,"CAC Group is a leading insurance broker that provides advisory and placement capabilities across a spectrum of insurance and capital markets.

CAC Group was created to serve clients in a better and smarter way. We invest in select industries, products, and segments where our team's expertise creates better results for our clients. We are deliberate in our strategy and steadfast that our employees are the owners of our business.
CAC Group is comprised of three distinct go-to-market segments: 

• CAC Specialty: An industry-leading specialty broker 
• CAC Agency: A P&C, personal lines, and employee benefits broker
• CAC Capital: A structured solutions group that focuses on the convergence of insurance and capital markets

CAC Group serves large corporations, small-to-medium enterprises as well as individuals.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6753b4891923b20001b4f279/picture
Vantage Credit Union,Vantage Credit Union,Cold,insurance,210,financial services,,http://www.vcu.com,http://www.linkedin.com/company/vantage-credit-union,https://facebook.com/vantagecu,https://twitter.com/vantagecu,19 Research Park Ct,Saint Charles,Missouri,United States,63304-5616,"19 Research Park Ct, Saint Charles, Missouri, United States, 63304-5616","credit union, checking, savings, insurance, investing, mortgage, loans, st louis, credit cards, financial literacy, banks & credit unions, financial services",'+1 314-298-0055,"Vantage Credit Union is the best option for banking in St. Louis. If you're searching for a local credit union near you, look no further. Vantage has you covered for auto loans in St. Louis, the best checking account options, best rates, and best service.","SMTP.com, Marketo, Microsoft Office 365, Microsoft Azure Hosting, React Redux, Simpli.fi, The Trade Desk, DoubleClick, Google Play, Google Maps, Facebook Widget, Google AdWords Conversion, ASP.NET, Mobile Friendly, Salesforce, Google Dynamic Remarketing, Wistia, Google Font API, Facebook Custom Audiences, DoubleClick Conversion, Facebook Login (Connect), Typekit, Google Maps (Non Paid Users), Google Analytics, LivePerson Monitor, Hotjar, Google Tag Manager, Render, AI",,,,,32837000,3,675e614178d7a802cfbc5a6f,"6199, 6199","Vantage Credit Union is a leading, full-service financial institution that's owned and guided by our St. Louis-based member-owners—people just like you—and not by stockholders like at a publicly-traded bank. Because we're a not-for-profit financial institution, our member-owners enjoy better rates, lower fees and superior service. 

That's why we encourage you to Go Bankless!®

Federally insured by NCUA",1957,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67533e9114ece10001eab815/picture
Co-operative Insurance Companies,Co-operative Insurance Companies,Cold,insurance,210,insurance,,http://www.co-opinsurance.com,http://www.linkedin.com/company/co-operative-insurance-companies,https://www.facebook.com/coopinsco,https://twitter.com/ciuihr,292 Colonial Dr,Middlebury,Vermont,United States,05753,"292 Colonial Dr, Middlebury, Vermont, United States, 05753","property insuance, casualty insurance, personal lines, commercial lines, claims service, farm lines",'+1 802-388-0061,,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, Amazon AWS, CloudFlare, Microsoft Application Insights, Active Campaign, Google Font API, Google Maps, Google Tag Manager, reCAPTCHA, Typekit, WordPress.org, Mobile Friendly, ASP.NET, Google Analytics, Microsoft-IIS, Facebook Widget, Facebook Login (Connect), Amazon AWS, Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, CloudFlare, Microsoft Application Insights, Active Campaign, Microsoft-IIS, Google Analytics, Facebook Widget, ASP.NET, Facebook Login (Connect), WordPress.org, Mobile Friendly, Google Tag Manager, reCAPTCHA, Google Maps, Typekit, Google Font API",,,,,10000000,,675e614178d7a802cfbc5a75,6321,,1915,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/673ab7afd32a270001e8d55b/picture
Nationwide Agribusiness Insurance Company,Nationwide Agribusiness Insurance Company,Cold,insurance,250,insurance,,,http://www.linkedin.com/company/nationwide-agribusiness-insurance-company,,,,Tanana,Alaska,United States,99777,"Tanana, Alaska, United States, 99777","property, commercial auto & fleet, general liability, workers comp, crime, surety & fidelity bonds, safety & risk management",,,"Amazon CloudFront, CSC Corporate Domains, Amazon Elastic Load Balancer, Amazon AWS",,,,,,,675e614178d7a802cfbc5a7a,,"Nationwide is the #1 farm insurer in the U.S. and a leader in insurance and risk solutions for commercial agribusinesses along the food, fiber and fuel chains. The company provides property and casualty insurance with a focus on helping customers improve safety and control losses. With over 100 years of experience in protecting farms, ranches and agribusinesses of all kinds, Nationwide understands the unique risks and exposures of its customers and have developed products and programs specifically tailored to their needs. For more information visit www.nationwideagribusiness.com.",1909,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/672ff356a1172500018fbcc1/picture
Proctor Loan Protector,Proctor Loan Protector,Cold,insurance,390,insurance,,http://www.proctorlp.com,http://www.linkedin.com/company/proctor-loan-protector,https://www.facebook.com/proctorloanprotector,https://twitter.com/p_loanprotector,5225 Crooks Rd,Troy,Michigan,United States,48098-2823,"5225 Crooks Rd, Troy, Michigan, United States, 48098-2823","lenderplaced insurance, forceplaced insurance, insurance tracking, loss draft processing, blanket insurance",'+1 800-521-6800,,"Cloudflare DNS, Outlook, Microsoft Office 365, Amazon AWS, CloudFlare Hosting, Hubspot, Mobile Friendly, Linkedin Marketing Solutions, WordPress.org, Google Tag Manager",,,,,,,675e614178d7a802cfbc5a7b,,"Our lender-placed insurance, blanket insurance, and specialty insurance programs provide comprehensive coverage to financial institutions, government entities, property investors, and property & casualty agencies.

Proctor Loan Protector's service solutions are powered by superior customer service, proprietary innovations, technology, and an experienced team. We perform insurance tracking, which includes policy procurement, mail processing, disbursement facilitation, and an award-winning borrower call center.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675c3e4f8d93fb000144b23a/picture
Aetna Better Health of Illinois,Aetna Better Health of Illinois,Cold,insurance,240,insurance,,http://www.aetnabetterhealth.com,http://www.linkedin.com/company/aetnabetterhealthofillinois,https://facebook.com/illinicarehp,https://twitter.com/illinicare,,Downers Grove,Illinois,United States,60515,"Downers Grove, Illinois, United States, 60515",,'+1 602-659-1100,,"Fastly CDN, Akamai DNS, Mimecast, Microsoft Office 365, Adobe CQ, Adobe Marketing Cloud, VueJS, ExactTarget, Atlassian Cloud, React Redux, The Trade Desk, Marketo, Salesforce, SendInBlue, MongoDB, Varnish, American Technology Services, Signal by BrightTag, Google Play, ASP.NET, Adobe Media Optimizer, Incapsula, LivePerson Monitor, DoubleClick, Google Maps (Non Paid Users), Facebook Custom Audiences, Linkedin Marketing Solutions, Cedexis Radar, Shutterstock, Facebook Widget, Mobile Friendly, YouTube, Vimeo, Facebook Login (Connect), DoubleClick Conversion, Google Frontend (Webserver), Bootstrap Framework, DoubleClick Floodlight, Google Maps, Google Dynamic Remarketing, Gettyimages, Google Tag Manager, Remote, Sigma, AI",,,,,310000,,675e614c78d7a802cfbc5a98,8000,"Aetna Better Health of Illinois, formerly IlliniCare Health, is a subsidiary of CVS Health/Aetna is a Managed Care Organisation, contracted with HFS to provide Medicaid under the HealthChoice Illinois plan. We are one of the leading Medicaid health plans in Illinois, providing services under the Integrated Care Plan (seniors and persons with disabilities), the Family Health Plan (pregnant women and children) and those who are newly eligible for Medicaid under the ACA.  We are a diversified, multi-national healthcare enterprise focusing on underinsured and uninsured individuals.",1853,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/667e09cbb4518b0001dfa9d6/picture
Ringler Associates,Ringler Associates,Cold,insurance,260,insurance,,http://www.ringlerassociates.com,http://www.linkedin.com/company/ringler-associates,https://facebook.com/RinglerAssociates,https://twitter.com/RinglerUS,27422 Aliso Creek Road,Aliso Viejo,California,United States,92656,"27422 Aliso Creek Road, Aliso Viejo, California, United States, 92656","structured settlements, settlement planning, settlement solutions, accidentrelated settlement planning, structured settlement consultants, settlement advice, personal injury, workers compensation settlements, settlements, plaintiff settlements, annuities, installment sales",'+1 949-296-9000,,"Dyn Managed DNS, Outlook, Amazon AWS, Google Analytics, WordPress.org, Mobile Friendly, Gravity Forms",,,,,80000000,,675e6157fe2edf01b1fda3b3,7380,"Ringler is the largest settlement planning company in the United States with over 150 Consultants in more than 70 offices nationwide since it was established in 1975. Ringler's team of expert and objective advisors has earned the trust of all parties involved in the settlement process, providing winning solutions. Every Ringler Consultant takes an individualized, customer-focused approach to each case, backed by the strength and resources of a national brand to collaborate with injured people, attorneys and insurance professionals, providing the most effective and fair settlement solutions for claimants and their families. Ringler is dedicated to continue to be the most innovative and acknowledged leader in the profession.",1975,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675473082818db0001d66723/picture
Talcott Resolution,Talcott Resolution,Cold,insurance,300,insurance,,http://www.talcottresolution.com,http://www.linkedin.com/company/talcottresolution,,,1 Griffin Rd N,Windsor,Connecticut,United States,06095,"1 Griffin Rd N, Windsor, Connecticut, United States, 06095",,'+1 800-862-6668,Talcott Resolution is a life insurance and annuity company and solutions-provider that is dedicated to providing lasting value to our contract holders. Learn more.,"Salesforce, Cloudflare DNS, ExactTarget, Outlook, Microsoft Office 365, Atlassian Cloud, Google Tag Manager, Bootstrap Framework, Mobile Friendly, Remote, AI",,,,,1571000000,,675e6157fe2edf01b1fda3b9,,"Talcott Resolution is a life insurance and annuity company focused on customer and client needs. We leverage our extensive product knowledge, robust risk and capital analytics, and experienced and execution-focused team and operate in a flexible, cloud-based infrastructure.

Owned by Sixth Street, a leading global investment firm with over $60 billion in assets under management, Talcott Resolution offers creative in-force and new business solutions that provide insurers with capital flexibility and risk management efficiencies. Talcott Resolution oversees and administers approximately one million contracts with $91 billion in assets under management as of December 2021.

Our vision guides focus toward the work that will make us and our future business partners successful. We are an innovative thought-leader and solutions-provider for the life insurance industry.

Our core values drive how we conduct ourselves and our business. Each day our work is done with integrity, passion, respect, and always with a focus on results and personal accountability. Our culture empowers our people to constantly learn, celebrate a diversity of ideas, and challenge the status quo.

In 2021, Talcott Resolution was named a ""Top Workplace"" by the Hartford Courant and was ranked the No. 1 company among midsize employers for the third consecutive year.",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63663aef2ae8020001bc823e/picture
National American Insurance Company,National American Insurance Company,Cold,insurance,260,insurance,,http://www.naico.com,http://www.linkedin.com/company/nationalamericaninsurancecompany,https://facebook.com/national-american-insurance-company-153364088851325,https://twitter.com/nainsuranceco,1010 Manvel Avenue,Chandler,Oklahoma,United States,74834,"1010 Manvel Avenue, Chandler, Oklahoma, United States, 74834","commercial insurance, commercial property, commercial casualty, manufacturing, energy, construction contractors, surety, workers compensation, oil, gas, inland marine",'+1 405-258-0804,,"Outlook, Microsoft Office 365, Google Cloud Hosting, Remote",,,,,13600000,,675e6157fe2edf01b1fda3bf,"6321, 6411, 6199","National American Insurance Company (NAICO), a regional insurance carrier providing commercial property and casualty coverage, has proudly served our customers from our home office in Chandler, Oklahoma since 1987.

NAICO is licensed in all 50 United States as well as the District of Columbia. Having a diversified appetite allows us to provide insurance programs to suit the various needs of our insureds and partnering with agents located throughout the United States allows us to extend our reach and write coverage for some of the best businesses.

NAICO proudly maintains a financial strength rating of A and an issuer credit rating of a from A.M. Best, both with an outlook of ""Stable"".",1987,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675d965f640bc0000149125d/picture
Bollinger Insurance,Bollinger Insurance,Cold,insurance,210,insurance,,,http://www.linkedin.com/company/bollinger-insurance,,,,Rolling Meadows,Illinois,United States,,"Rolling Meadows, Illinois, United States","insurance, risk management, consulting",,,"Akamai DNS, Google Analytics",,,,,100000000,,675e616278d7a802cfbc5abf,,This page is no longer active.,1933,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675db927dec6c60001b24851/picture
SCU,SCU,Cold,insurance,230,insurance,,,http://www.linkedin.com/company/scu,,,20 Wesmark Ct,Sumter,South Carolina,United States,29150,"20 Wesmark Ct, Sumter, South Carolina, United States, 29150","mga, commercial lines, personal lines, transportation",'+1 205-414-2294,,,,,,,40000000,,675e616278d7a802cfbc5ac0,,"Placing You First.

SCU offers a full range of placement services, including in-house authority with a number of top rated carriers for numerous classes and lines of coverage. Quick turnaround and consistent service are top priorities at SCU.

SCU has solutions for property, casualty, professional lines and transportation risks. Providing direct access to open-brokerage capabilities, in-house binding authorities and MGA facilities, or a combination of these resources is what sets SCU apart.

View all of our office locations and people at SCU's website - SCUI.com

SCU has over 30 office locations nationwide and is a division of CRC Group.",1976,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6741b327139a9e0001fe55b0/picture
"Security Title Agency, Inc.",Security Title Agency,Cold,insurance,400,insurance,,http://www.securitytitle.com,http://www.linkedin.com/company/security-title,http://www.facebook.com/STArizona,http://twitter.com/Securitytitle,4505 E Chandler Blvd,Phoenix,Arizona,United States,85048,"4505 E Chandler Blvd, Phoenix, Arizona, United States, 85048","title insurance & escrow services, financial services, insurance, mortgage brokers, real estate",'+1 602-266-3213,,"Microsoft Office 365, Microsoft Application Insights, Microsoft Azure, Marketo, reCAPTCHA, Microsoft-IIS, Mobile Friendly, Wistia, Bootstrap Framework, Google Font API, Google Tag Manager, ASP.NET",,,,,5230000,2,675e616278d7a802cfbc5ac4,"6162, 6199","As a leader in the Metropolitan Phoenix real estate community, Security Title is uniquely positioned to offer our customers the very best and most complete service. As a subsidiary of Fidelity National Financial, we now enjoy the strength of our association with the largest family of title insurers in the world combined with the same local decision-making that has marked our success for nearly 30 years. 

Our professional staff is widely recognized for the depth of knowledge and experience brought to each transaction. Our commitment to customer service is exemplified by our constant refrain: ""Attitude is everything."" With 40 offices located throughout Maricopa County, Security Title is the premier choice in Arizona's escrow and title insurance industry.

Beyond our continuing desire to take excellent care of our customers, we know the value of great service at a very competitive price. We are dedicated to earning your respect and having the opportunity to serve all of your future escrow and title insurance needs. We are committed to your satisfaction.",1974,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/675470162818db0001d65969/picture
TAI,TAI,Cold,insurance,340,insurance,,http://www.taire.com,http://www.linkedin.com/company/tai-reinsurance-admin,https://facebook.com/taireinsurance,https://twitter.com/TAIReinsurance,18927 Hickory Creek Dr,Mokena,Illinois,United States,60448-8590,"18927 Hickory Creek Dr, Mokena, Illinois, United States, 60448-8590","reinsurance systems, reinsurance software, life reinsurance",'+1 708-403-7775,,"DNS Made Easy, Outlook, Microsoft Office 365, Hubspot, Marketo, Bootstrap Framework, Linkedin Marketing Solutions, Wistia, Vimeo, Twitter Advertising, Google Analytics, Typekit, Squarespace ECommerce, Mobile Friendly, Shutterstock, Google Tag Manager, AI",,,,,10000000,,675e616278d7a802cfbc5acb,6321,"TAI is the market leader in life reinsurance systems in North America with clients in the United States, Bermuda, the Caribbean, United Kingdom, South Africa and Hong Kong.
 
TAI is focused on simplifying reinsurance administration through software and service solutions. TAI Software automates reinsurance administration for life, annuity and longevity business and TAI Services helps identify and solve areas of reinsurance risk.

Over 90% of the top insurers in North America, by life face amount issued, trust TAI software for their life reinsurance administration.",1975,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67592da058a6870001a63396/picture
